Judul,Tanggal,Jam Upload (WIB)
MYANMAR GEMETAR‼ INDONESIA PAKAI SENJATA RAHASIA INI HINGGA JUNTA MYANMAR TAKUT & BEBASKAN “AP”,2025-07-22,9:30
TNI MAKIN DISEGANI DI EROPA‼ KINI MALAYSIA CEMBURU INGIN BELAJAR DARI PRAJURIT TNI,2025-07-22,12:30
"GILA‼ PARADE MILITER DUNIA RUSIA, KORUT, CHINA, INDONESIA BIKIN MERINDING‼",2025-07-22,15:30
"PERBATASAN RI-MALAYSIA MEMANAS‼️ENTIKONG JADI ARENA BARU TARIK-MENARIK ASING, PRABOWO TURUN TANGAN⁉️",2025-07-22,18:30
"PAPUA MEMBARA‼️ TAIFIB TNI AL DITERJUNKAN JAGA SORONG, SEPARATIS OPM PAPUA AUTO KETAKUTAN⁉️",2025-07-22,20:30
"BIKIN GERAM‼️MALAYSIA TUDUH INDONESIA BIANG ASAP, PADAHAL KEBARAKAN JUGA MELANDA HUTAN MEREKA‼️",2025-07-23,7:30
"MERINDING‼ PARADE MILITER WANITA INDONESIA & CHINA TAMPIL MEMUKAU,  PARADE MALAYSIA KLAIM TERBAIK⁉",2025-07-23,9:30
"SUPER BANGGA‼ USAI BASTILLE DAY, TNI KEBANJIRAN ORDER ISI PARADE DIBANYAK NEGARA, JIRAN IRI⁉",2025-07-23,12:30
GILA LUAR BIASA‼ AKSI KING  OF SPARKO “EKA WIRA” JADI TONTONAN BULE EROPA‼,2025-07-23,15:30
"GEMPAR‼️AFRIKA SERBU PAPUA, INDONESIA KEMBANGKAN DIPLOMASI PANGAN SEBAGAI KEKUATAN BARU‼️",2025-07-23,18:30
"PANAS‼️ KAPAL PERANG MALAYSIA MENGGANGGU DI PERBATASAN, TNI AL TURUNKAN ARMADA SIAGA PENUH‼️",2025-07-23,20:30
RAHASIA LATIHAN KOPASSUS YANG DITAKUTI SINGAPURA‼️LATIHAN TNI AL DI SELAT MALAKA BUAT PANAS DINGIN‼️,2025-07-24,7:30
"GEMPAR‼ DPR MALAYSIA PROTES KERAS‼ PRABOWO DISAMBUT MERIAH DI PERANCIS, ANWAR DIBIARKAN SEPI‼",2025-07-24,9:15
DILUAR NALAR‼ PASUKAN PERDAMAIAN INDONESIA DIBILANG TITISAN SETAN KARNA AKSINYA YANG GAK MASUK AKAL,2025-07-24,12:30
"MERINDING‼ WARGA NATO LANGSUNG PUCAT NGIRA BUKAN TENTARA, TAPI PASUKAN DARI ZAMAN KUNO BANGKIT‼",2025-07-24,15:30
"MENGEJUTKAN‼️PAPUA JADI PUSAT PERTANIAN MODERN, INVESTOR ARAB SERBU PAPUA‼️",2025-07-24,19:00
GEMPARKAN EKONOMI DUNIA‼️ INDONESIA KALAHKAN CHINA INVESTOR  BERKAT GSP & TARIF TINGAN AS‼️,2025-07-24,20:45
"DILUAR NALAR‼️109 PRAJURIT TAMPIL DI GURUN YORDANIA, PASUKAN ARAB GELENG-GELENG‼️JIRAN TAK DI AJAK⁉️",2025-07-25,7:00
"MENGGELEGAR‼ BIKIN JIRAN GIGIT JARI, TNI INDONESIA PAMER YEL-YEL DIDEPAN PRABOWO, JIRAN AUTO MINDER⁉",2025-07-25,9:15
"KOCAK PARAH‼ YEL-YEL TNI INDONESIA VS VIETNAM VS MALAYSIA, NETIZEN: “BEDA KELAS!”",2025-07-25,13:00
"NETIZEN HISTERIS‼ BANDINGKAN MARCHING BAND TNI INDONESIA, VIETNAM, DAN MALAYSIA GAGAL ATRAKSI⁉",2025-07-25,15:30
"TNI BIKIN MALAYSIA MINDER‼️TNI AL PERSIAPKAN KAPAL SELAM CANGGIH SCORPÈNE EVOLVED, SIAP TEMPUR‼️",2025-07-25,19:00
LATIHAN OMSP TNI DI PAPUA BIKIN ASEAN PANIK‼️ MALAYSIA SAMPAI KIRIM UTUSAN BELAJAR KE INDONESIA⁉️,2025-07-25,20:30
ASEAN BUBAR‼️SETELAH IRAN-ISRAEL GENCATAN SENJATA KINI GILIRAN KAMBOJA-THAILAND MEMANAS‼️,2025-07-26,7:30
PERANG PECAH DI PERBATASAN‼ TANK & ROKET SIAP TEMBAK‼ INI DIA KEKUATAN MILITER THAILAND VS KAMBOJA‼,2025-07-26,9:15
MEMBARA‼ KAMBOJA BOMBARDIR THAILAND‼ TANK & JET TEMPUR THAI BALAS DENGAN GEMPURAN F-16‼,2025-07-26,12:30
NGAKAK‼ NETIZEN BANDINGKAN BARIS BERBARIS TENTARA MALAYSIA VS TNI INDONESIA‼,2025-07-26,15:30
INDONESIA JADI POROS PANGAN ASEAN‼️PRABOWO GERAK CEPAT BANGUN 25.000 GUDANG BERAS SE-INDONESIA‼️,2025-07-26,18:30
TAK TERTANDINGI SE-ASEAN‼️ KEKUATAN MARINIR PASUKAN PEMBUNUH LAUTAN YANG BIKIN MALAYSIA GIGIT JARI🔥,2025-07-26,20:30
MENGGEMPUR MENTAL JIRAN‼️OPERASI LAUT SUNYI HANTU LAUT TNI AL DI PERBATASAN MALAYSIA BIKIN PANIK‼️,2025-07-27,7:30
MEMANAS‼ TIMOR LESTE GABUNG RI⁉ TIMOR LESTE DI BOHONGI AUSTRALIA SELAMA 40 TAHUN,2025-07-27,9:30
TNI LIBAS PASUKAN DEWA PALING MENAKUTKAN‼ TENTARA DEWA PERNAH DI HANCURKAN TNI⁉,2025-07-27,12:30
KING INDO SIAP JADI PENENGAH ADIK-ADIKNYA YANG BERTIKAI‼ MALAYSIA LEPAS TANGGUNG JAWAB KETUA ASEAN⁉,2025-07-27,15:30
"TEKNOLOGI TNI AU MENGGILA‼️MALAYSIA KETINGGALAN PULUHAN TAHUN, TNI AU PERKUAT NIGHT VISION GOGGLES‼️",2025-07-27,18:30
INDONESIA KIRIM KRI BUNG TOMO LATIHAN ASEAN DI MALAYSIA‼️ MALAYSIA KETAR-KETIR LIHAT KEKUATAN TNI AL,2025-07-27,20:30
INDONESIA CETAK SEJARAH BARU‼️400 INSINYUR DILATIH PRANCIS BANGUN KAPAL SELAM CANGGIH MALAYSIA IRI⁉️,2025-07-28,7:30
INDONESIA CURI PERHATIAN DUNIA‼ TNI DIUNDANG PARADE MILITER INDIA & PERANCIS‼ MALAYSIA GIGIT JARI‼,2025-07-28,9:30
MENGGELEGAR‼ TENTARA AMERIKA SAMPAI MELONGO LIHAT AKSI YEL-YEL TNI MARINIR INDONESIA,2025-07-28,12:30
INDONESIA JADI PENYELAMAT ASEAN‼ AS & RUSIA TURUN TANGAN DUKUNG INDONESIA BUAT MISI DAMAI ASEAN‼,2025-07-28,13:31
BIKIN SAKIT PERUT‼ TENTARA MALAYSIA FANS BERAT SAMA TNI INDONESIA SAMPAI MENIRU-NIRU⁉,2025-07-28,16:30
KETUA ASEAN CUMA GELAR‼️MALAYSIA GAGAL ATASI KONFLIK SESAMA ANGGOTA ASEAN‼️,2025-07-28,18:30
MALAYSIA MEMBARA‼️ AKSI “TURUN ANWAR” JADI YANG TERBESAR SEJAK 1998 MUAK DENGAN JANJI MANIS ANWAR⁉️,2025-07-28,20:30
PRABOWO TURUN GUNUNG‼️PERANG REDA‼️DUNIA PUJI LANGKAH INDONESIA PENENGAH KONFLIK THAILAND-KAMBOJA‼️,2025-07-29,7:30
TNI PUKAU KOMANDAN TENTARA YORDANIA‼️ PASUKAN ELITE RI BERAKSI BRUTAL TAKLUKAN GURUN YORDANIA,2025-07-29,9:30
TNI PAMER KAPAL PERANG CANGGIH DI KASUARI PAPUA‼️ MALAYSIA & AUSTRALIA TERKEJUT TNI MAKIN KUAT‼️,2025-07-29,12:30
TNI BIKIN PANIK NATO‼️ MAJUVER DIAM-DIAM TNI BIKIN ASEAN PANAS🔥 PRABOWO GERTAK HALUS‼️,2025-07-29,15:30
"TAK DISANGKA‼️RI-MALAYSIA JADI PAHLAWAN ASEAN, DAMAIKAN KAMBOJA THAILAND, AMERIKA GAGAL CARI MUKA⁉️",2025-07-29,18:30
JET TEMPUR KHAAN AKAN DIBUAT DI RI❗ DAMAI THAILAND-KAMBOJA DI MALAYSIA JADI MIMPI BURUK BARAT‼️,2025-07-29,20:30
"FILIPINA HISTERIS‼️AKSI GILA SERKA EDI, PRAJURIT KOPASSUS SELAMATKAN TENTARA FILIPINA DI UDARA‼️",2025-07-30,7:30
RAKYAT SIAP DIBUAT MERINDING‼️ TNI SIAPKAN PARADE MILITER TERBESAR GUNCANGKAN ASEAN,2025-07-30,9:30
INDONESIA AUTO NGAKAK‼ KASINO KAMBOJA JEBOL JADI KORBAN RUDAL THAILAND‼ KARMA AMBIL ORGAN DALAM TKI!,2025-07-30,12:30
"DUNIA TERCENGANG‼ PASUKAN ASKAR MALAYSIA BIKIN NGAKAK VS TENTARA RUSIA, CHINA, AMERIKA, & TNI",2025-07-30,15:30
"GAK TERIMA WNI DI INJAK-INJAK DI MALAYSIA, BANGLA TAKUT DI INDONESIA, TAPI BERANI DI MALAYSIA‼️",2025-07-30,18:30
"MALAYSIA HEBOH! INDONESIA HENTIKAN 50 RIBU TON EKSPOR KELAPA, SANTAN LANGKA, HARGA MELONJAK TAJAM!",2025-06-01,9:15
"ASTRALIA MULAI PANIK! PAPUA NUGINI INGIN GABUNG DENGAN INDONESIA, PAPUA JADI EPISENTRUM EKONOMI BARU",2025-06-01,12:30
PAPUA BIKIN TIMOR LESTE CEMBURU!! MENYESAL PISAH DENGAN NKRI INGINKAN GABUNG KEMBALI??,2025-06-01,15:15
"MALAYSIA TAK SUDI MAKAN UBI KAYU, EROPA JUSTRU BEREBUT UBI KAYU INDONESIA, PETANI UNTUNG BERLIPAT!",2025-06-01,18:30
AUSTRALIA SIAPKAN TENTARA MILITER MENDEKAT KE PAPUA AKIBAT PAPUA NUGINI MAKIN DEKATI INDONESIA,2025-06-01,20:30
"TRUMP PANIK! INDONESIA EKSPOR KE UE, UK DAN MEKSIKO! AMERIKA AKHIRNYA TUNDUK HADAPI POWER INDONESIA",2025-06-02,9:15
"SUNGGUH PARAH! DEMI GENGSI WARGA MALAYSIA TOLAK BERAS PANEN INDONESIA, PADAHAL ALAMI KRISIS BERAS",2025-06-02,12:30
"AFRIKA KIRIM UTUSAN KE INDONESIA AKIBAT KRISIS PANGAN PARAH, INDONESIA JADI TUMPUAN PANGAN DUNIA!",2025-06-02,15:30
"MERINDING! MANUVER HEBAT PRABOWO, YORDANIA SIAP IMPOR JUTAAN TON CPO! PETANI SAWIT PANEN RAYA!",2025-06-02,18:30
INDONESIA-YORDANIA CIPTAKAN TEKNOLOGI UJI COBA TANAM GANDUM DI INDONESIA! MALAYSIA MAKIN TERTINGGAL!,2025-06-02,20:30
"AUSTRALIA PANIK PAPUA MELAJU PESAT! MEGA PROYEK LUMBUNG PANGAN DIBANGUN, SIAP AMBIL ALIH PASAR DUNIA",2025-06-03,9:30
MALAYSIA MELONGO! USDA AKUI INDONESIA PELOPOR PRODUKSI BERAS TERCEPAT DITENGAH KRISIS PANGAN GLOBAL,2025-06-03,12:30
UBAH LAUT JADI MEGA PROYEK PANGAN DENGAN TEKNOLOGI SATELIT DI SELAT MAKASAR!,2025-06-03,15:30
PETANI MAKIN MAKMUR! INDONESIA TAK BUTUH IMPOR LAGI! SIAP BANGUN RIBUAN GUDANG PANGAN DI INDONESIA!!,2025-06-03,18:30
BERAS JADI MEWAH! KRISIS BERAS MYANMAR JADI YANG TERBURUK! PERTANYAKAN KENAPA INDONESIA SWASEMBADA?,2025-06-03,20:30
"PAPUA GUNCANG DUNIA! CHINA & AUSTRALIA BEREBUT PENGARUH DI PAPUA, INDONESIA MAINKAN KARTU PAMUNGKAS!",2025-06-04,9:15
MERINDING! AUSTRALIA AKUI PENGARUH INDONESIA BISA JADI THE NEXT EKONOMI CHINA DAN KUASAI ASEAN!,2025-06-04,12:30
"TAK MAIN-MAIN! INDONESIA RAJA BBM TERBARUKAN ASEAN, BERKAT SITA LAHAN SAWIT MALAYSIA DAN SINGAPURA!",2025-06-04,15:30
LUMBUNG PANGAN DARI TIMUR! NTT DI AGENDAKAN JADI PUSAT LUMBUNG PANGAN GANDUM INDONESIA-YORDANIA,2025-06-04,18:30
"PAPUA BANGKIT! LUMBUNG PANGAN DARI UJUNG TIMUR SIAP DI BANGUN, PAPUA JADI HARAPAN PANGAN DUNIA!",2025-06-04,20:30
PANIK! MALAYSIA TERSINGKIR DARI ALIANSI PANGAN ASEAN KESOMBONGAN TIDAK AKAN MEMBUAT KALIAN TENANG,2025-06-05,9:15
"MEGA PROYEK PAPUA BIKIN DUNIA GELISAH & BIKIN TIMOR LESTE MENOLEH, ANDAI MASIH BERSAMA INDONESIA!",2025-06-05,12:30
"SAAT DUNIA LAPAR, INDONESIA PANEN BESAR! DIAM DIAM JIRAN TAKJUB DAN CEMAS,  INDONESIA CETAK SEJARAH",2025-06-05,15:30
MEMANAS! MALAYSIA AKAN BALAS! INDONESIA PRIORITASKAN EKSPOR PANGAN KE AFRIKA DARIPADA MALAYSIA!!,2025-06-05,18:30
SINGAPURA DI BUAT TERKENCING ! INDONESIA STOP IMPOR BBM DARI SINGAPURA DENGAN SWASEMBADA ENERGI,2025-06-05,20:30
RAJA AMPAT TERANCAM! AUSTRALIA BANGUN PERUSAHAAN NIKEL BESAR-BESARAN DI PAPUA!,2025-06-06,9:15
PAPUA BUKAN TANAH KOSONG‼️ SETELAH TIMOR LESTE DIKERUK TIBALAH PAPUA‼️,2025-06-06,13:00
LUMBUNG PANGAN RI MELIMPAH! NETIZEN MALAYSIA TERDIAM INDONESIA EKSPOR 2 RIBU TON KE MALAYSIA!,2025-06-06,15:15
MEMANAS! SERANGAN KKB TERJADI LAGI OPERASI TAMBANG NIKEL RAJA AMPAT! PAPUA BUKAN TANAH EKSPLOITASI!,2025-06-06,18:30
INDONESIA-YORDANIA CIPTAKAN TEKNOLOGI GANDUM DI TANAM DI RI! MALAYSIA PANIK MAKIN KETINGGALAN,2025-06-06,22:30
EJEK DAN REMEHKAN INDONESIA NEGARA BANGKRUT! RI STOP IMPOR GAS DAN LISTRIK KE SINGAPURA RUGI BESAR,2025-06-07,9:30
"MALAYSIA TERCENGANG! REMEHKAN WHOOSH, PT INKA INDONESIA SIAP BUAT KERETA CEPAT JAKARTA-SURABAYA!!",2025-06-07,12:30
WARGA CINA MAU DIUSIR DARI MALAYSIA! ORANG MALAYSIA KEHERANAN CHINDO FASIH BAHASA INDONESIA & DAERAH,2025-06-07,15:30
"INDONESIA TUNJUKKAN TARINGNYA! INDONESIA STOP EKSPOR PUPUK KE AUSTRALIA, GAGAL PANEN MENGHANTUI!",2025-06-07,18:30
"MEMANAS! INDONESIA ANCAM STOP BATUBARA! MODI PANIK, INDIA TERANCAM KRISIS ENERGI.",2025-06-07,20:30
"BUKAN CUMA SABAH & SERAWAK‼️ INI WILAYAH MALAYSIA YANG INGIN LEPAS, SIAP GABUNG NKRI⁉️",2025-06-08,9:15
GAME DUNIA SELANJUTNYA: KRISIS PANGAN DAN ENERGI! INDONESIA STOP EKSPOR & PERKUAT NASIONAL!,2025-06-08,12:30
"BUKAN HANYA BERAS! JAGUNG JADI SENJATA BARU LAWAN KRISIS PANGAN, RI EKSPOR RIBUAN JAGUNG KE MALAYSIA",2025-06-08,15:30
"MALAYSIA GENGSI! GAK MAU MENGAKUI INDONESIA, PADAHAL MEREKA IMPOR RIBUAN TON JAGUNG",2025-06-09,9:16
PROYEK RAKSASA DIMULAI! FOOD ESTATE KALIMANTAN DAN PAPUA SIAP JADI LUMBUNG PANGAN DUNIA!!,2025-06-09,10:15
"KRISIS MALAYSIA OGAH MAKAN SINGKONG! EROPA MALAH REBUTAN SINGKONG DAN UBI RI, EKSPOR MENINGKAT TAJAM",2025-06-09,12:30
"DPR MALAYSIA MENJERIT! ORANG LUAR ANGGAP KITA HEBAT, TAPI SEBENARNYA KETINGGALAN DENGAN INDONESIA",2025-06-09,15:30
PRABOWO BIKIN IRI JIRAN! PEMBANGUNAN PANGKALAN MILITER DI IKN JADI YANG TERBESAR DI ASEAN!,2025-06-09,18:45
"INDONESIA EKSPOR 2 RIBU TON JAGUNG KE MALAYSIA, INDONESIA JADI LUMBUNG PANGAN ASEAN",2025-06-09,19:51
EROPA GERAM! INDONESIA HENTIKAN EKSPOR TEMBAGA! NEGARA DI EROPA PANIK DENGAN KEPUTUSAN PRABOWO,2025-06-09,20:30
WARGA MALAYSIA OGAH MAKAN SINGKONG! ANGGAP MAKANAN KELAS BAWAH! TAPI JADI REBUTAN EROPA,2025-06-10,7:11
EROPA MARAH BESAR! MAU INDONESIA BALIK KE ZAMAN VOC? INDONESIA EKSPOR NIKEL KOK DILARANG?,2025-06-10,9:15
"DPR MALAYSIA MENJERIT! MAU USIR TKI TAPI SAWIT MALAH RUGI, PEKERJA INDONESIA LEBIH MAHIR!",2025-06-10,12:30
MALAYSIA PUSING KALAH SAING‼️ INDONESIA BERHASIL PANEN RAYA & SWASEMBADA SAMPAI EKSPOR KE AFRIKA,2025-06-10,16:00
MEMANAS! AUSTRALIA MENCOBA KUASAI PULAU DELI! PASUKAN MARINIR DI TERJUNKAN MENJAGA KEDAULATAN NKRI,2025-06-10,18:30
"NEGARA EROPA REBUTAN UBI SINGKONG INDONESIA, MALAYSIA HINA SINGKONG MAKANAN RENDAH",2025-06-10,19:51
"TKI DIUSIR, KEBUN SAWIT MALAYSIA RUGI JUTAAN!",2025-06-11,7:24
MALAYSIA TERCENGANG‼️JIRAN KRISIS BERAS INDONESIA MALAH BAGI BERAS 360 RIBU TON KE MASYARAKAT MISKIN,2025-06-11,9:15
AUSTRALIA LICIK! OPM DISUSUPI HINGGA ANCAM TEMBAK PEJABAT DAN IMIGRAN JIKA TIDAK PERGI DARI PAPUA!,2025-06-11,12:30
BEDA DENGAN CINA MALAYSIA! WAJAH SAMA TAPI CINDO MEMBELA TIMNAS INDONESIA BIKIN SUPORTER CINA HERAN!,2025-06-11,15:30
MALAYSIA AKAN DI AMBIL BANGLA? BUKAN TIDAK MUNGKIN MIGRAN BANGLADESH AKAN JADI WAKIL RAKYAT MALAYSIA,2025-06-11,18:30
"MEMANAS! MALAYSIA TIDAK KEBAGIAN KELAPA INDONESIA! CHINA BORONG KELAPA RI, MALAYSIA MAKIN TERPURUK!",2025-06-11,20:45
"INDONESIA SURPLUS BERAS AKAN DI BAGI-BAGI KE MASYARAKAT MISKIN, MALAYSIA KAGET!",2025-06-12,6:49
"MALAYSIA KEHERANAN! JAHE INDONESIA BANJIRI PASAR EROPA! PETANI CUAN, HARGA MELONJAK 450%",2025-06-12,9:15
"BRAVO‼️INDONESIA EKSPOR BAWANG MERAH, BANJIRI PASAR MALAYSIA‼️EKSPOR MELONJAK 10 KALI LIPAT‼️",2025-06-12,12:30
MALAYSIA PANIK! RI AKAN JADI PEMASOK UTAMA BAUKSIT! RI BANGUN INDUSTRI BAUKSIT STANDAR INTERNASIONAL,2025-06-12,15:30
DAHSYAT! CADANGAN BERAS RI TEMBUS 3 JUTA TON,2025-06-12,17:32
"INDONESIA KECOLONGAN! ASEAN BERGEJOLAK, IRI MELIHAT KESUKSESAN QRIS! KINI IDE NYA DICURI DAN DITIRU!",2025-06-12,18:45
AUSTRIA PRIORITASKAN INDONESIA KIRIM 15.000 TENAGA KERJA ASING! MALAYSIA MAKIN DI PENUHI BANGLA!,2025-06-12,20:30
MALAYSIA TIDAK PERNAH BERTERIMA KASIH MALAH SERING EJEK DAN HINA INDONESIA‼️KINI MEREKA KENA BATUNYA,2025-06-13,9:15
"MALAYSIA HINA BERAS INDONESIA‼️ UDAH DI BANTU TANGANI KRISIS PANGAN, MALAH RENDAHKN MENTERI AMRAN‼️",2025-06-13,11:15
MASA DEPAN MELAYU GELAP! PERADABAN & PENCAKAR LANGIT MALAYSIA DIBANGUN OLEH RAKYAT CINA DAN ASING!!,2025-06-13,15:15
TERDIAM SATU GEDUNG! MAHASISWA RUSIA BIKIN PM MALAYSIA KAGET! BICARA BAHASA INDONESIA BUKAN MELAYU!,2025-06-13,19:45
DIJULUKI MALAYDESH KOK MARAH SIH!? PADAHAL MENGHINA INDONESIA SEENAK JIDATNYA!,2025-06-13,20:30
MALAYSIA HINA INDONESIA! SUDAH DI BANTU LUPA BERTERIMA KASIH!,2025-06-14,7:23
MALAYSIA AKUI NEGARANYA TIDAK PUNYA JATI DIRI DI PERINGKAT ANTAR BANGSA DI ASEAN?!,2025-06-14,9:15
"DIBALIK MEGAHNYA MENARA KEMBAR PETRONAS"" BERITA SEPERTI INI TIDAK AKAN MUNGKIN DIBERITAKAN DISANA""",2025-06-14,12:30
MALAYSIA RISIH NEGARANYA DIPENUHU BANGLA‼️ MAKIN BERKEMBANG PESAT DAN SINGKIRKAN WARGA MELAYU ASLI‼️,2025-06-14,17:00
MEMANAS! DPR MALAYSIA MEMINTA AGAR TKI INDONESIA BISA DI KEMBALIKAN LAGI KE MALAYSIA!,2025-06-14,19:30
MALAYSIA KAGET INDONESIA KIRIM RIBUAN TKI INDONESIA KE JEPANG! MALAYSIA KRISIS TENAGA KERJA!,2025-06-14,21:00
BANGLADESH & NEW ZEALAND MEMILIH KERETA BUATAN INDONESIA! JIRAN KETAR KETIR,2025-06-15,9:15
LARIS MANIS KERETA BUATAN PT INKA DIBORONG NEGARA ASEAN & AKAN BANGUN JALUR KERETA DI AFRIKA,2025-06-15,12:30
"BULE TAKJUB LIHAT KERETA API & KERETA CEPAT INDONESIA, MEMBANDINGKAN DENGAN NEGARANYA!",2025-06-15,15:30
MALAYSIA SELALU EJEK INDONESIA IQ 78? NETIZEN INDONESIA GERAM! SEBUT MALAYSIA IQ 15 RINGGIT!,2025-06-15,19:00
MELAYU BAKU HANTAM DENGAN MELAYU? INILAH AKIBAT DARI KEBIJAKAN BIARKAN PENDATANG BANGLADESH BERNIAGA,2025-06-15,21:00
KERETA API INDONESIA LARIS MANIS! PT INKA EKSPOR RATUSAN GERBONGDARI BANGLADESH HINGGA AFRIKA,2025-06-16,8:40
"MEMANAS! KAUM CINA KUASAI EKONOMI MALAYSIA! PENYEBAB ORANG MELAYU MISKIN, MEREKA PEMALAS!!",2025-06-16,9:15
"MEMANAS! MALAYSIA MENGIDAP PENYAKIT DENIAL SYNDROME"" MENOLAK FAKTA WALAUPUN BUKTI DIPERLIHATKAN""",2025-06-16,12:30
NYUNGSEP! INDONESIA STOP EKSPOR PUPUK KE AUSTRALIA! PANIK TERANCAM GAGAL PANEN & KRISIS PANGAN PARAH,2025-06-16,15:30
MALAYSIA RISIH MELAYU TERSISIH! KETURUNAN INDIA BANGLADESH ADA DI MALAYSIA TIDAK BERPISAH SELAMANYA!,2025-06-16,18:30
NETIZEN MALAYSIA SERING BILANG INDIANESIA & INDODES PADAHAL MALAY KETURUNAN INDIA NOMOR SATU SEASEAN,2025-06-16,21:00
FAKTA MEMANG MENYAKITKAN‼️ WARGA MALAYSIA MENDERITA MENTAL DISORDER TERBANYAK SE ASEAN‼️,2025-06-17,10:00
MATA UANG RUPIAH SAH DICARI & DIAKUI DI ARAB SAUDI! MATA UANG RINGGIT MALAYSIA DITOLAK TIDAK LAKU!,2025-06-17,12:30
"DIBIKIN KAGET SEJADI JADINYA, JIKA TAU FAKTA INI! INILAH DAFTAR NEGARA TUKANG KLAIM! JIRAN NOMOR 1",2025-06-17,15:30
MEMANAS! SEBUT INDONESIA NEGARA TERTINGGAL! MALAYSIA AKAN DEKLARASIKAN NEGARA MAJU TAHUN 2025!,2025-06-17,18:45
INILAH TAKTIK BUSUK MALAYSIA DAN SINGAPURA AGAR RI TAK PUNYA INDUSTRI SEMIKONDUKTOR!,2025-06-17,21:15
JIRAN MULAI PANIK! INDONESIA GANDENG CHILE BANGUN PROYEK PERTANIAN & PETERANAKAN TEKNOLOGI TINGGI!,2025-06-18,9:15
MALAYSIA MENGIDAP DENIAL SYNDROME?,2025-06-18,11:36
MALAYSIA KETAGIHAN KAKAO INDONESIA! RI KUASAI PASAR KAKAO ASEAN! JIRAN MULAI KETERGANTUNGAN?!,2025-06-18,14:00
"PENUHI GAYA HEDON DAN MEWAH, UTANG RUMAH TANGGA MALAYSIA TERTINGGI DI ASIA?! WARGA MULAI TERCEKIK!",2025-06-18,16:15
DPR MALAYSIA GERAM ! BILANG ORANG MALAYSIA KAYA?! MEDIA SEMBUNYIKAN BERITA KEJELEKAN DAN NEGATIF!,2025-06-18,20:15
"RAKYAT MISKIN, ELIT MAKIN JOR-JORAN! MALAYSIA HADAPI KETIMPANGAN PALING PARAH DALAM SEJARAHNYA!",2025-06-18,21:00
"MALAYSIA KETAR-KETIR‼️ INDONESIA JADI EKSPORTIR UTAMA PORANG KE CHINA & JEPANG, JIRAN GIGIT JARI‼️",2025-06-19,9:15
"GEMPAR‼️ INVESTOR ASING PINDAH KE INDONESIA, MALAYSIA DITINGGALKAN KARENA KRISIS TENAGA KERJA‼️",2025-06-19,12:30
"DPR MALAYSIA NGAMUK‼️ SEBUT PEMERINTAH LAMBAT, INDONESIA SUDAH PUNYA JET TEMPUR GEN-5‼️",2025-06-19,15:30
INDONESIA JADI RAJA EKSPOR IKAN HIAS DUNIA‼️ MALAYSIA IRI LIHAT POTENSI MARITIM RI‼️,2025-06-19,18:45
"MALAYSIA DENIAL LAGI‼️ SEBUT KERETA CEPAT INDONESIA PROYEK GAGAL, PADAHAL MEREKA MAU PINJAM⁉️",2025-06-19,21:00
"GUNCANG DUNIA‼️ PRABOWO DISAMBUT KARPET MERAH DI EROPA, PM MALAYSIA HANYA BISA NONTON⁉️",2025-06-20,7:30
"SINGAPURA PANIK‼️ INDONESIA BANGUN PELABUHAN RAKSASA DI BATAM, SAINGI DOMINASI JIRAN‼️",2025-06-20,9:15
"MALAYSIA MALU BESAR‼️ KLAIM BUDAYA LAGI, KALI INI NETIZEN DUNIA BELA INDONESIA HABIS-HABISAN‼️",2025-06-20,12:30
TNI AL UNJUK GIGI‼️ KAPAL PERANG BARU BUATAN PT PAL BIKIN MALAYSIA & AUSTRALIA MERINDING‼️,2025-06-20,15:30
INDONESIA EKSPOR MOTOR LISTRIK KE ASEAN‼️ MALAYSIA MASIH RIBUTIN HARGA BBM‼️,2025-06-20,20:30
"AUSTRALIA KETAKUTAN‼️ KERJA SAMA MILITER RI-RUSIA MAKIN ERAT, JIRAN KETAR-KETIR‼️",2025-06-21,9:15
"MALAYSIA KRISIS PEKERJA SAWIT‼️ DPR MINTA TOLONG INDONESIA KIRIM TKI LAGI, PRABOWO TEGAS‼️",2025-06-21,12:30
PAPUA MAKIN MAJU‼️ PEMBANGUNAN JALAN TRANS PAPUA BIKIN AUSTRALIA & OPM KEHILANGAN MUKA‼️,2025-06-21,15:30
INDONESIA RAJA NIKEL DUNIA‼️ EROPA & AS TERPAKSA TUNDUK PADA ATURAN MAIN PRABOWO‼️,2025-06-21,18:30
NETIZEN MALAYSIA IRI LIHAT STADION JIS‼️ SEBUT STADION MEREKA KAYAK LAPANGAN KAMPUNG‼️,2025-06-21,20:45
"MALAYSIA PANAS DINGIN‼️ INDONESIA JADI PUSAT DATA CENTER TERBESAR DI ASEAN, JIRAN TERSINGKIR‼️",2025-06-22,8:30
"PRABOWO GERTAK BALIK‼️ JIKA AUSTRALIA GANGGU PAPUA, INDONESIA SIAP PUTUS HUBUNGAN DAGANG‼️",2025-06-22,12:00
THAILAND GABUNG INDONESIA‼️ POROS BARU PERTANIAN ASEAN BIKIN MALAYSIA MAKIN TERPENCIL‼️,2025-06-22,15:15
INDONESIA EKSPOR ALUTSISTA KE AFRIKA‼️ JIRAN MALAH BELI BARANG BEKAS LAGI‼️,2025-06-22,19:00
MALAYSIA GEMPAR‼️ WARGA JIRAN LEBIH SUKA NONTON FILM INDONESIA DARIPADA FILM NEGERI SENDIRI‼️,2025-06-23,7:45
